batter,match_id,date,match_format,batting_team,bowling_team,venue,runs_scored,balls_faced,boundaries,batting_position,career_runs_avg,career_balls_faced,career_total_runs,career_strike_rate,career_matches,ema_form,recent_form_5,form_momentum,consistency,scored_50,career_50_rate,career_boundary_rate,quick_out,career_quick_out_rate,venue_avg_runs,is_t20,is_odi,opp_attack_hist_runs,opp_attack_hist_balls,opp_attack_hist_dismiss,opp_attack_hist_sr
HF Gurney,1178398,2019-04-09,IPL,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,1,5,0,10,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,1.0,2.0,0.0,50.0
HG Munsey,1273748,2021-11-05,T20,Scotland,India,Dubai International Cricket Stadium,24,19,5,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
HH Dippenaar,64110,2004-11-28,Test,South Africa,India,Eden Gardens,3,20,0,6,53.666666666666664,434.0,161.0,37.096774193548384,3,44.29680365296803,53.666666666666664,-15.384290985767002,0.5501718047931127,0,0.6666666666666666,0.041474654377880185,0,0.0,3.0,0,0,46.0,116.0,0.0,39.6551724137931
HH Gibbs,548370,2012-05-16,IPL,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,13,25,1,1,24.942857142857143,812.0,873.0,107.51231527093597,35,25.401260843661344,23.0,-4.661218935962239,0.5928715235766768,0,0.17142857142857143,0.13916256157635468,0,0.2857142857142857,0.0,1,0,39.0,38.0,0.0,102.63157894736842
HH Pandya,1512773,2026-03-08,T20,India,New Zealand,"Narendra Modi Stadium, Ahmedabad",18,13,2,4,20.78301886792453,1583.0,2203.0,139.16614024005054,106,26.689002407832493,28.4,0.698976425875454,0.558014928893706,0,0.08490566037735849,0.17751105495893874,0,0.27358490566037735,24.647058823529413,1,0,126.0,85.0,4.0,148.23529411764707
HH Streak,219062,2005-09-13,Test,Zimbabwe,India,Queens Sports Club,27,89,2,7,27.0,89.0,27.0,30.337078651685395,1,27.0,27.0,0.0,0.03225806451612903,0,0.0,0.02247191011235955,0,0.0,27.0,0,0,54.0,85.0,1.0,63.52941176470588
HJC Mol,65241,2003-02-12,ODI,Netherlands,India,"Boland Bank Park, Paarl",2,36,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
HJH Marshall,218250,2005-09-06,ODI,New Zealand,India,Harare Sports Club,3,3,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0
HK Badani,65656,2004-02-08,ODI,India,Australia,Sydney Cricket Ground,18,28,1,7,29.25,147.0,117.0,79.59183673469387,4,32.41729174891433,29.25,7.067170689153823,0.5259725033449506,0,0.25,0.061224489795918366,0,0.25,0.0,0,1,29.0,50.0,0.0,57.99999999999999
HK Bennett,1187681,2020-02-02,T20,New Zealand,India,Bay Oval,1,2,0,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
HM Amla,1144490,2019-06-05,ODI,South Africa,India,The Rose Bowl,6,9,1,1,37.28,1114.0,932.0,83.66247755834829,25,28.267518673278474,27.6,-2.045922420056307,0.5206965178132664,0,0.32,0.09156193895870736,1,0.12,0.0,0,1,276.0,444.0,9.0,62.16216216216216
HM Nicholls,1490233,2026-01-18,ODI,New Zealand,India,"Holkar Cricket Stadium, Indore",0,1,0,2,31.058823529411764,704.0,528.0,75.0,17,32.340575757900815,26.8,-4.694520667840305,0.5621735852177628,0,0.17647058823529413,0.08948863636363637,1,0.11764705882352941,42.0,0,1,0.0,0.0,0.0,0.0
HMCM Bandara,267713,2007-02-17,ODI,Sri Lanka,India,Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,5,6,0,9,2.5,10.0,5.0,50.0,2,2.411764705882353,2.5,-0.14035087719298245,0.03225806451612903,0,0.0,0.0,1,1.0,0.0,0,1,1.0,3.0,1.0,33.33333333333333
HMRKB Herath,1122724,2017-11-24,Test,Sri Lanka,India,"Vidarbha Cricket Association Stadium, Jamtha",4,25,0,8,29.352941176470587,891.0,499.0,56.00448933782267,17,33.47721515178091,35.2,-1.9736224358203565,0.5282081210753407,0,0.29411764705882354,0.08305274971941638,0,0.0,4.0,0,0,61.0,129.0,5.0,47.286821705426355
HR Shokeen,1370351,2023-05-24,IPL,Mumbai Indians,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",0,1,0,9,16.5,66.0,66.0,100.0,4,15.355309909198578,16.5,-1.0817097993602793,0.6640732655810544,0,0.0,0.13636363636363635,1,0.25,0.0,1,0,0.0,0.0,0.0,0.0
HR Walsh,1317907,2022-08-07,T20,West Indies,India,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",0,4,0,9,5.5,17.0,11.0,64.70588235294117,2,4.529411764705882,5.5,-1.5438596491228078,0.03225806451612903,0,0.0,0.058823529411764705,1,0.5,0.0,1,0,5.0,7.0,0.0,71.42857142857143
HS Modi,66198,2004-09-11,ODI,Kenya,India,The Rose Bowl,5,10,1,4,9.0,26.0,9.0,34.61538461538461,1,9.0,9.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0
HT Tector,1415708,2024-06-05,T20,Ireland,India,"Nassau County International Cricket Stadium, New York",4,19,0,4,29.75,89.0,119.0,133.7078651685393,4,21.461508093170156,29.75,-11.54335562663565,0.5231078305704593,0,0.25,0.1797752808988764,0,0.25,0.0,1,0,11.0,19.0,0.0,57.89473684210527
HV Patel,1473478,2025-04-23,IPL,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,1,0,8,6.725,240.0,269.0,112.08333333333333,40,4.9889082591855125,6.4,-0.93003053285147,0.45902906222806045,0,0.0,0.12916666666666668,1,0.725,12.0,1,0,9.0,9.0,1.0,100.0
HWR Cartwright,1119497,2017-09-21,ODI,Australia,India,Eden Gardens,1,15,0,2,1.0,8.0,1.0,12.5,1,1.0,1.0,0.0,0.03225806451612903,0,0.0,0.0,0,1.0,0.0,0,1,1.0,8.0,1.0,12.5
Habibul Bashar,282692,2007-05-25,Test,Bangladesh,India,"Shere Bangla National Stadium, Mirpur",9,18,2,1,24.6,196.0,123.0,62.755102040816325,5,23.328405034077388,24.6,-3.5093648506751975,0.6688808845809675,0,0.0,0.10204081632653061,0,0.0,9.0,0,0,24.0,50.0,2.0,48.0
Haider Ali,1496921,2025-09-10,T20,United Arab Emirates,India,Dubai International Cricket Stadium,1,2,0,9,2.0,4.0,2.0,50.0,1,2.0,2.0,0.0,0.03225806451612903,0,0.0,0.0,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
Hammad Azam,535798,2012-03-18,ODI,Pakistan,India,Shere Bangla National Stadium,4,5,0,6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0
Hammad Mirza,1496931,2025-09-19,T20,Oman,India,"Zayed Cricket Stadium, Abu Dhabi",51,34,7,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,1,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Harbhajan Singh,1254067,2021-04-18,IPL,Kolkata Knight Riders,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",2,2,0,10,9.551724137931034,634.0,831.0,131.07255520504734,87,4.079800930814278,6.4,-2.9760887137087155,0.43315246158696713,0,0.011494252873563218,0.19085173501577288,1,0.632183908045977,2.0,1,0,1.0,1.0,0.0,100.0
Haris Rauf,1496938,2025-09-28,T20,Pakistan,India,Dubai International Cricket Stadium,6,4,1,11,9.5,11.0,19.0,172.72727272727272,2,8.882352941176471,9.5,-0.9824561403508785,0.03225806451612903,0,0.0,0.2727272727272727,1,0.5,10.5,1,0,0.0,0.0,0.0,0.0
Haris Sohail,656405,2015-02-15,ODI,Pakistan,India,Adelaide Oval,36,52,3,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
Harmeet Singh,1512721,2026-02-07,T20,United States of America,India,"Wankhede Stadium, Mumbai",0,1,0,7,10.0,10.0,10.0,100.0,1,10.0,10.0,0.0,0.03225806451612903,0,0.0,0.1,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Harpreet Brar,1473508,2025-05-29,IPL,Punjab Kings,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4,11,0,10,9.6,203.0,240.0,118.22660098522168,25,12.792971923017234,15.4,2.823704470619967,0.4516076135264762,0,0.0,0.14285714285714285,0,0.6,13.75,1,0,2.0,5.0,0.0,40.0
Harpreet Singh,1426275,2024-04-21,IPL,Punjab Kings,Gujarat Titans,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",14,19,0,8,15.571428571428571,100.0,109.0,109.00000000000001,7,19.40590763951709,19.0,3.321868201631691,0.5452797884213776,0,0.0,0.13,0,0.2857142857142857,13.0,1,0,0.0,0.0,0.0,0.0
Harshit Rana,1490237,2026-01-28,T20,India,New Zealand,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",9,14,1,7,24.0,43.0,48.0,111.62790697674419,2,25.941176470588236,24.0,3.087719298245613,0.03225806451612903,0,0.0,0.11627906976744186,0,0.0,0.0,1,0,20.0,18.0,1.0,111.11111111111111
Hasan Ali,1384403,2023-10-14,ODI,Pakistan,India,"Narendra Modi Stadium, Ahmedabad",12,20,2,9,1.0,7.0,3.0,42.857142857142854,3,1.2328767123287672,1.0,0.3584607274644176,0.5,0,0.0,0.0,0,1.0,0.0,0,1,3.0,4.0,0.0,75.0
Hasan Mahmud,1439892,2024-09-27,Test,Bangladesh,India,"Green Park, Kanpur",5,13,1,3,12.333333333333334,85.0,37.0,43.529411764705884,3,10.97716894977169,12.333333333333334,-2.226673695308383,0.6600947528026511,0,0.0,0.08235294117647059,0,0.0,5.0,0,0,7.0,20.0,2.0,35.0
Hasibul Hossain,64917,2004-12-27,ODI,Bangladesh,India,Bangabandhu National Stadium,1,1,0,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0
Hassan Nawaz,1496925,2025-09-14,T20,Pakistan,India,Dubai International Cricket Stadium,5,7,0,6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
Hussain Talat,1496938,2025-09-28,T20,Pakistan,India,Dubai International Cricket Stadium,1,2,0,6,10.0,11.0,10.0,90.9090909090909,1,10.0,10.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,10.0,1,0,4.0,3.0,0.0,133.33333333333331
I Kaia,1420224,2024-07-07,T20,Zimbabwe,India,Harare Sports Club,4,3,1,2,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,1.0,6.5,1,0,0.0,1.0,1.0,0.0
I Malhotra,501243,2011-05-05,IPL,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",7,4,1,7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
I Sharma,1426300,2024-05-12,IPL,Delhi Capitals,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",0,5,0,11,2.85,66.0,57.0,86.36363636363636,20,2.7238337088650555,3.6,-0.5374382353347715,0.44847581434467343,0,0.0,0.09090909090909091,1,0.9,0.0,1,0,0.0,0.0,0.0,0.0
I Udana,1262758,2021-07-25,T20,Sri Lanka,India,"R Premadasa Stadium, Colombo",1,2,0,9,10.0,12.0,20.0,166.66666666666669,2,8.411764705882353,10.0,-2.526315789473685,0.03225806451612903,0,0.0,0.25,1,0.5,8.0,1,0,14.0,9.0,0.0,155.55555555555557
IC Pandey,598027,2013-04-23,IPL,Pune Warriors,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,2,0,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
ID Blackwell,238194,2006-04-15,ODI,England,India,Maharani Usharaje Trust Cricket Ground,11,10,2,7,10.5,56.0,42.0,75.0,4,11.109356494275563,10.5,1.0674420858776745,0.8151872557778489,0,0.0,0.10714285714285714,0,0.0,0.0,0,1,13.0,20.0,3.0,65.0
IDR Bradshaw,267709,2007-01-31,ODI,West Indies,India,Indian Petrochemicals Corporation Limited Sports Complex Ground,14,16,2,10,12.0,17.0,12.0,70.58823529411765,1,12.0,12.0,0.0,0.03225806451612903,0,0.0,0.058823529411764705,0,0.0,0.0,0,1,26.0,106.0,0.0,24.528301886792452
IE O'Brien,366629,2009-04-03,Test,New Zealand,India,Basin Reserve,38,55,6,10,20.75,184.0,83.0,45.108695652173914,4,22.513225424397945,20.75,3.7766017253077457,0.5776084303825747,0,0.0,0.07608695652173914,0,0.25,38.0,0,0,26.0,61.0,2.0,42.62295081967213
IG Butler,403382,2009-09-11,ODI,New Zealand,India,R Premadasa Stadium,6,31,0,10,12.0,20.0,24.0,120.0,2,14.117647058823529,12.0,3.3684210526315788,0.03225806451612903,0,0.0,0.1,0,0.5,0.0,0,1,11.0,9.0,1.0,122.22222222222223
IH Romaine,247468,2007-03-19,ODI,Bermuda,India,"Queen's Park Oval, Port of Spain",0,10,0,5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0
IJ Harvey,65649,2004-01-22,ODI,Australia,India,Sydney Cricket Ground,1,2,0,8,15.0,56.0,45.0,80.35714285714286,3,15.78082191780822,15.0,0.7084870848708498,0.5530085282726652,0,0.0,0.08928571428571429,1,0.3333333333333333,0.0,0,1,5.0,6.0,1.0,83.33333333333334
IJL Trott,566948,2013-06-23,ODI,England,India,Edgbaston,20,18,2,3,32.9,400.0,329.0,82.25,10,35.15634909196848,40.4,-6.326311105427916,0.5372219769109605,0,0.2,0.0825,0,0.0,0.0,0,1,249.0,458.0,7.0,54.366812227074234
IK Pathan,1082625,2017-04-29,IPL,Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,2,3,0,8,14.365853658536585,994.0,1178.0,118.51106639839035,82,6.6491011588214475,7.0,-4.698207664531056,0.48288732634814796,0,0.012195121951219513,0.1317907444668008,1,0.3902439024390244,0.0,1,0,100.0,114.0,3.0,87.71929824561403
IR Bell,754759,2015-01-30,ODI,England,India,Western Australia Cricket Association Ground,10,14,2,1,38.43333333333333,1376.0,1153.0,83.7936046511628,30,45.71050646899504,48.6,18.33436326281513,0.46447600663983035,0,0.26666666666666666,0.09156976744186046,0,0.2,0.0,0,1,24.0,20.0,0.0,120.0
IR Jaggi,1082649,2017-05-19,IPL,Kolkata Knight Riders,Mumbai Indians,M Chinnaswamy Stadium,28,32,3,5,8.0,68.0,48.0,70.58823529411765,6,5.8653699038137885,4.6,-2.2173514968232375,0.47593306954005654,0,0.0,0.04411764705882353,0,0.6666666666666666,5.0,1,0,0.0,0.0,0.0,0.0
IS Sodhi,1490238,2026-01-31,T20,New Zealand,India,"Greenfield International Stadium, Thiruvananthapuram",33,15,4,9,5.0,44.0,40.0,90.9090909090909,8,2.238339190009033,0.8,-2.4878900640852737,0.44878486069715473,0,0.0,0.13636363636363635,0,0.625,0.0,1,0,12.0,23.0,2.0,52.17391304347826
Iftikhar Ahmed,1415719,2024-06-09,T20,Pakistan,India,"Nassau County International Cricket Stadium, New York",5,10,0,7,27.0,58.0,81.0,139.6551724137931,3,30.19178082191781,27.0,5.861887190300475,0.5241161226946235,0,0.3333333333333333,0.15517241379310345,1,0.3333333333333333,0.0,1,0,18.0,12.0,1.0,150.0
Iftikhar Anjum,345469,2008-06-10,ODI,Pakistan,India,Shere Bangla National Stadium,16,19,2,10,8.5,16.0,17.0,106.25,2,8.941176470588236,8.5,0.7017543859649127,0.03225806451612903,0,0.0,0.0,0,0.5,0.0,0,1,0.0,0.0,0.0,0.0
Imad Wasim,1415719,2024-06-09,T20,Pakistan,India,"Nassau County International Cricket Stadium, New York",15,23,1,5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,45.0,37.0,1.0,121.62162162162163
Imam-ul-Haq,1466418,2025-02-23,ODI,Pakistan,India,Dubai International Cricket Stadium,10,30,0,2,12.8,106.0,64.0,60.37735849056604,5,17.9006166384191,12.8,8.261971624624552,0.48985059517363105,0,0.0,0.09433962264150944,0,0.2,6.0,0,1,7.0,4.0,0.0,175.0
Imran Farhat,455234,2010-06-19,ODI,Pakistan,India,Rangiri Dambulla International Stadium,25,47,3,1,15.2,138.0,76.0,55.072463768115945,5,16.429988099960333,15.2,0.08478425435276371,0.5578002885632858,0,0.0,0.07246376811594203,0,0.2,0.0,0,1,53.0,82.0,1.0,64.63414634146342
Imran Nazir,533291,2012-09-30,T20,Pakistan,India,R Premadasa Stadium,8,7,2,1,20.0,23.0,40.0,173.91304347826087,2,22.294117647058822,20.0,3.6491228070175445,0.03225806451612903,0,0.0,0.30434782608695654,1,0.5,0.0,1,0,3.0,14.0,0.0,21.428571428571427
Imran Tahir,1216521,2020-10-23,IPL,Chennai Super Kings,Mumbai Indians,Sharjah Cricket Stadium,13,10,2,10,2.857142857142857,27.0,20.0,74.07407407407408,7,2.3218359765648118,2.4,-0.7063442729215015,0.6302558624244959,0,0.0,0.1111111111111111,0,1.0,0.0,1,0,0.0,13.0,2.0,0.0
Imrul Kayes,1187017,2019-11-22,Test,Bangladesh,India,Eden Gardens,9,30,0,3,27.666666666666668,604.0,249.0,41.22516556291391,9,23.175270906270164,38.2,-10.461090113167174,0.48039435942555425,0,0.2222222222222222,0.0695364238410596,0,0.0,9.0,0,0,51.0,101.0,3.0,50.495049504950494
Inzamam-ul-Haq,244511,2006-04-19,ODI,Pakistan,India,Sheikh Zayed Stadium,79,96,6,5,34.35294117647059,745.0,584.0,78.38926174496645,17,31.913913664742303,26.8,0.6999136729070159,0.6024962197427963,1,0.17647058823529413,0.08456375838926175,0,0.17647058823529413,40.0,0,1,233.0,344.0,5.0,67.73255813953489
Iqbal Abdulla,1082595,2017-04-08,IPL,Royal Challengers Bangalore,Delhi Daredevils,M.Chinnaswamy Stadium,5,7,0,7,6.916666666666667,79.0,83.0,105.0632911392405,12,11.097980386408345,11.8,3.226273889876417,0.4341978409871664,0,0.0,0.12658227848101267,1,0.6666666666666666,0.0,1,0,0.0,0.0,0.0,0.0
Irfan Ahmed,335349,2008-06-25,ODI,Hong Kong,India,National Stadium,25,44,5,6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
Ishan Kishan,1512773,2026-03-08,T20,India,New Zealand,"Narendra Modi Stadium, Ahmedabad",54,25,8,3,28.954545454545453,910.0,1274.0,140.0,44,30.358746547878134,21.0,-3.2260224586353097,0.5505867924707906,1,0.22727272727272727,0.2153846153846154,0,0.29545454545454547,10.428571428571429,1,0,157.0,112.0,3.0,140.17857142857142
J Arunkumar,336023,2008-05-17,IPL,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,0,3,0,1,11.5,21.0,23.0,109.52380952380953,2,9.647058823529411,11.5,-2.947368421052632,0.03225806451612903,0,0.0,0.23809523809523808,1,0.5,0.0,1,0,0.0,0.0,0.0,0.0
J Blackwood,1381213,2023-07-20,Test,West Indies,India,"Queen's Park Oval, Port of Spain, Trinidad",40,131,5,4,40.8,735.0,408.0,55.51020408163265,10,33.71722284178209,27.4,-6.800337445014666,0.4686959091049045,0,0.2,0.07891156462585033,0,0.2,40.0,0,0,70.0,173.0,6.0,40.46242774566474
J Botha,829791,2015-05-09,IPL,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,2,4,0,7,15.074074074074074,360.0,407.0,113.05555555555556,27,12.360367238408367,10.8,3.2106274465638247,0.5280000212948324,0,0.037037037037037035,0.12222222222222222,1,0.4074074074074074,10.5,1,0,0.0,0.0,0.0,0.0
J Campbell,1420227,2024-07-14,T20,Zimbabwe,India,Harare Sports Club,4,7,0,6,3.5,24.0,14.0,58.333333333333336,4,3.3951835767864194,3.5,-0.2893864495492875,0.4369947383356862,0,0.0,0.0,1,0.75,3.5,1,0,4.0,11.0,0.0,36.36363636363637
J Charles,1381219,2023-08-08,T20,West Indies,India,"Providence Stadium, Guyana",12,15,2,3,35.8,104.0,179.0,172.1153846153846,5,23.350113591287727,35.8,-17.918585626724624,0.5191285461456385,0,0.4,0.27884615384615385,0,0.4,2.0,1,0,2.0,4.0,1.0,50.0
J Da Silva,1381213,2023-07-20,Test,West Indies,India,"Queen's Park Oval, Port of Spain, Trinidad",10,26,0,6,15.0,80.0,30.0,37.5,2,15.0,15.0,0.0,0.03225806451612903,0,0.0,0.025,0,0.0,0.0,0,0,14.0,35.0,2.0,40.0
J Fraser-McGurk,1473469,2025-04-16,IPL,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",9,6,2,2,26.857142857142858,197.0,376.0,190.86294416243655,14,9.541289385532524,9.2,-15.506747632779092,0.431318960575499,0,0.2857142857142857,0.3401015228426396,1,0.35714285714285715,37.0,1,0,0.0,0.0,0.0,0.0
J Layne,1479569,2025-10-02,Test,West Indies,India,"Narendra Modi Stadium, Ahmedabad",15,17,3,10,15.0,17.0,15.0,88.23529411764706,1,15.0,15.0,0.0,0.03225806451612903,0,0.0,0.17647058823529413,0,0.0,15.0,0,0,0.0,0.0,0.0,0.0
J Lewis,258475,2007-09-02,ODI,England,India,Headingley,17,16,2,9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
J Little,1415708,2024-06-05,T20,Ireland,India,"Nassau County International Cricket Stadium, New York",14,13,2,10,0.0,2.0,0.0,0.0,1,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,1.0,0.0,1,0,0.0,2.0,0.0,0.0
J Liyanage,1496937,2025-09-26,T20,Sri Lanka,India,Dubai International Cricket Stadium,2,2,0,7,10.0,36.0,20.0,55.55555555555556,2,9.823529411764707,10.0,-0.2807017543859658,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
J Mubarak,895775,2015-08-20,Test,Sri Lanka,India,P Sara Oval,22,47,2,7,36.4,301.0,182.0,60.46511627906976,5,35.47874220186794,36.4,-2.9959707943639913,0.750906135166255,0,0.0,0.07308970099667775,0,0.0,22.0,0,0,30.0,41.0,1.0,73.17073170731707
J Overton,1512772,2026-03-05,T20,England,India,"Wankhede Stadium, Mumbai",2,3,0,8,5.4,31.0,27.0,87.09677419354838,5,5.94828891853882,5.4,0.1760152377231341,0.4081808003452678,0,0.0,0.06451612903225806,1,0.8,2.5,1,0,1.0,1.0,0.0,100.0
J Ramanandi,1496931,2025-09-19,T20,Oman,India,"Zayed Cricket Stadium, Abu Dhabi",12,5,3,6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
J Smits,65241,2003-02-12,ODI,Netherlands,India,"Boland Bank Park, Paarl",26,66,0,10,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
J Srinath,65286,2003-03-23,ODI,India,Australia,"New Wanderers Stadium, Johannesburg",1,4,0,10,4.285714285714286,78.0,30.0,38.46153846153847,7,3.4702991579429843,5.2,-1.837955460524046,0.4215956393392955,0,0.0,0.05128205128205128,1,0.7142857142857143,0.0,0,1,0.0,0.0,0.0,0.0
J Suchith,1304116,2022-05-22,IPL,Sunrisers Hyderabad,Punjab Kings,"Wankhede Stadium, Mumbai",0,1,0,9,8.75,61.0,70.0,114.75409836065573,8,6.480405331345457,5.4,-2.060757784756637,0.4386778410237933,0,0.0,0.14754098360655737,1,0.625,2.0,1,0,0.0,0.0,0.0,0.0
J Syed Mohammad,598033,2013-04-27,IPL,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,9,11,1,7,5.0,16.0,20.0,125.0,4,3.6474536123174106,5.0,-1.8310749248812632,0.47722557505166113,0,0.0,0.1875,0,0.75,0.0,1,0,0.0,0.0,0.0,0.0
J Theron,829769,2015-05-01,IPL,Rajasthan Royals,Mumbai Indians,Wankhede Stadium,1,1,0,9,3.0,12.0,9.0,75.0,3,3.8356164383561646,3.0,1.3241960991038475,0.454163456597992,0,0.0,0.08333333333333333,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
J Yadav,1278682,2022-03-04,Test,India,Sri Lanka,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,18,0,9,41.625,772.0,333.0,43.134715025906736,8,26.43771822458825,30.8,-16.846258341876684,0.5455824173572925,0,0.5,0.054404145077720206,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
JA Burns,1223870,2020-12-26,Test,Australia,India,Melbourne Cricket Ground,4,20,0,2,59.142857142857146,622.0,414.0,66.55948553054662,7,49.95399139341033,74.0,-21.206743280299115,0.5485674878895834,0,0.5714285714285714,0.09967845659163987,0,0.0,16.0,0,0,68.0,98.0,2.0,69.38775510204081
JA Duffy,1512773,2026-03-08,T20,New Zealand,India,"Narendra Modi Stadium, Ahmedabad",3,5,0,11,6.333333333333333,12.0,19.0,158.33333333333331,3,6.730593607305935,6.333333333333333,0.7000527148128626,0.7156353477955781,0,0.0,0.16666666666666666,1,1.0,0.0,1,0,12.0,7.0,0.0,171.42857142857142
JA Morkel,980939,2016-04-24,IPL,Rising Pune Supergiants,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,16,9,2,5,14.507462686567164,716.0,972.0,135.75418994413408,67,17.318548528369433,20.6,0.4864988869090787,0.4398943720661722,0,0.04477611940298507,0.16061452513966482,0,0.4626865671641791,0.0,1,0,31.0,24.0,1.0,129.16666666666669
JA Richardson,1422138,2024-04-07,IPL,Delhi Capitals,Mumbai Indians,"Wankhede Stadium, Mumbai",2,2,0,8,7.5,25.0,15.0,60.0,2,8.823529411764707,7.5,2.1052631578947363,0.03225806451612903,0,0.0,0.08,1,0.5,7.5,1,0,0.0,0.0,0.0,0.0
JA Rudolph,64110,2004-11-28,Test,South Africa,India,Eden Gardens,64,176,7,3,22.666666666666668,202.0,68.0,33.663366336633665,3,30.31050228310502,22.666666666666668,12.550342646283607,0.3877136949493901,1,0.3333333333333333,0.034653465346534656,0,0.0,64.0,0,0,0.0,8.0,2.0,0.0
JA Warrican,1479570,2025-10-10,Test,West Indies,India,"Arun Jaitley Stadium, Delhi",4,11,0,8,11.875,191.0,95.0,49.73821989528796,8,8.492457101937037,9.2,-4.288978252838145,0.6712014663897884,0,0.0,0.06806282722513089,0,0.0,4.0,0,0,23.0,36.0,2.0,63.888888888888886
