batter,match_id,date,match_format,batting_team,bowling_team,venue,runs_scored,balls_faced,boundaries,batting_position,career_runs_avg,career_balls_faced,career_total_runs,career_strike_rate,career_matches,ema_form,recent_form_5,form_momentum,consistency,scored_50,career_50_rate,career_boundary_rate,quick_out,career_quick_out_rate,venue_avg_runs,is_t20,is_odi,opp_attack_hist_runs,opp_attack_hist_balls,opp_attack_hist_dismiss,opp_attack_hist_sr
S van Zyl,903607,2015-11-25,Test,South Africa,India,"Vidarbha Cricket Association Stadium, Jamtha",5,36,0,2,24.25,266.0,97.0,36.46616541353384,4,18.220686932491116,24.25,-8.885683822816711,0.5549370475289338,0,0.0,0.06015037593984962,0,0.0,5.0,0,0,24.0,71.0,3.0,33.80281690140845
SA Abbott,1389392,2023-11-26,T20,Australia,India,"Greenfield International Stadium, Thiruvananthapuram",1,2,0,8,12.0,8.0,12.0,150.0,1,12.0,12.0,0.0,0.03225806451612903,0,0.0,0.125,1,0.0,0.0,1,0,24.0,10.0,0.0,240.0
SA Asnodkar,501220,2011-04-21,IPL,Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",9,9,1,2,23.0,343.0,414.0,120.6997084548105,18,13.658360254177612,15.8,-7.231142211675534,0.4708335189121623,0,0.1111111111111111,0.18950437317784258,1,0.3333333333333333,0.0,1,0,12.0,15.0,1.0,80.0
SA Edwards,1512754,2026-02-18,T20,Netherlands,India,"Narendra Modi Stadium, Ahmedabad",15,10,2,6,5.0,8.0,5.0,62.5,1,5.0,5.0,0.0,0.03225806451612903,0,0.0,0.0,0,1.0,0.0,1,0,0.0,0.0,0.0,0.0
SA Engelbrecht,1384436,2023-11-12,ODI,Netherlands,India,"M Chinnaswamy Stadium, Bengaluru",45,82,4,4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
SA Yadav,1512773,2026-03-08,T20,India,New Zealand,"Narendra Modi Stadium, Ahmedabad",0,1,0,5,30.632075471698112,2075.0,3247.0,156.48192771084337,106,22.73189340009769,22.8,-10.044343989665109,0.559304233948758,0,0.2641509433962264,0.22698795180722892,1,0.2641509433962264,31.583333333333332,1,0,0.0,1.0,0.0,0.0
SB Bangar,392190,2009-04-23,IPL,Kolkata Knight Riders,Rajasthan Royals,Newlands,2,9,0,6,7.833333333333333,49.0,47.0,95.91836734693877,6,6.0291584641486216,6.6,-2.689964574602368,0.5515449227851987,0,0.0,0.08163265306122448,1,0.5,0.0,1,0,0.0,0.0,0.0,0.0
SB Dubey,1473497,2025-05-18,IPL,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",7,7,0,7,13.2,80.0,132.0,165.0,10,15.413130314135488,11.2,4.891447363044161,0.5346902381586204,0,0.0,0.2375,1,0.4,9.0,1,0,0.0,0.0,0.0,0.0
SB Jakati,981013,2016-05-24,IPL,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,2,0,11,6.75,28.0,27.0,96.42857142857143,4,5.167390446111331,6.75,-2.3321508190365425,0.5781867410645465,0,0.0,0.10714285714285714,1,0.75,0.0,1,0,0.0,0.0,0.0,0.0
SB Joshi,335992,2008-04-26,IPL,Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,3,8,0,8,3.0,8.0,3.0,37.5,1,3.0,3.0,0.0,0.03225806451612903,0,0.0,0.0,1,1.0,3.0,1,0,0.0,0.0,0.0,0.0
SB Styris,501198,2011-04-08,IPL,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",5,2,1,6,14.0,132.0,126.0,95.45454545454545,9,14.55797812601167,13.8,0.3294434107507751,0.532971031881447,0,0.0,0.09090909090909091,1,0.3333333333333333,30.0,1,0,0.0,0.0,0.0,0.0
SB Wagh,501241,2011-05-04,IPL,Pune Warriors,Mumbai Indians,Dr DY Patil Sports Academy,0,1,0,9,2.0,2.0,2.0,100.0,1,2.0,2.0,0.0,0.03225806451612903,0,0.0,0.0,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
SC Ganguly,548375,2012-05-19,IPL,Pune Warriors,Kolkata Knight Riders,Subrata Roy Sahara Stadium,5,8,0,4,24.436363636363637,1318.0,1344.0,101.97268588770865,55,16.90867621790752,22.6,-9.662448554789444,0.5668487150314405,0,0.12727272727272726,0.13581183611532624,1,0.2545454545454545,15.0,1,0,81.0,111.0,1.0,72.97297297297297
SC Joseph,214742,2005-07-31,ODI,West Indies,India,Rangiri Dambulla International Stadium,3,14,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
SC Kuggeleijn,1187681,2020-02-02,T20,New Zealand,India,Bay Oval,0,1,0,8,11.0,10.0,22.0,220.00000000000003,2,9.411764705882353,11.0,-2.526315789473685,0.03225806451612903,0,0.0,0.4,1,0.5,0.0,1,0,0.0,0.0,0.0,0.0
SC Meaker,521222,2011-10-25,ODI,England,India,Eden Gardens,1,6,0,10,1.0,12.0,1.0,8.333333333333332,1,1.0,1.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0
SC Williams,1298176,2022-11-06,T20,Zimbabwe,India,Melbourne Cricket Ground,11,20,1,4,17.0,18.0,17.0,94.44444444444444,1,17.0,17.0,0.0,0.03225806451612903,0,0.0,0.05555555555555555,0,0.0,0.0,1,0,24.0,36.0,1.0,66.66666666666666
SC van Schalkwyk,1512721,2026-02-07,T20,United States of America,India,"Wankhede Stadium, Mumbai",2,5,0,9,11.0,10.0,11.0,110.00000000000001,1,11.0,11.0,0.0,0.03225806451612903,0,0.0,0.1,1,0.0,0.0,1,0,2.0,3.0,0.0,66.66666666666666
SCG MacGill,64062,2004-01-02,Test,Australia,India,Sydney Cricket Ground,0,1,0,11,1.0,3.0,1.0,33.33333333333333,1,1.0,1.0,0.0,0.03225806451612903,0,0.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0
SCJ Broad,1320741,2022-07-01,Test,England,India,"Edgbaston, Birmingham",1,5,0,9,25.516129032258064,1101.0,791.0,71.84377838328791,31,6.429099679142262,4.2,-9.641418255662076,0.5114339037843194,0,0.12903225806451613,0.09082652134423251,1,0.0967741935483871,0.0,0,0,34.0,57.0,1.0,59.64912280701754
SD Chitnis,548374,2012-05-19,IPL,Kings XI Punjab,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,38,33,6,5,8.714285714285714,59.0,61.0,103.38983050847457,7,9.296576554546052,8.6,1.1747191104956123,0.6837985173744567,0,0.0,0.1016949152542373,0,0.5714285714285714,11.0,1,0,0.0,0.0,0.0,0.0
SD Hope,1512770,2026-03-01,T20,West Indies,India,"Eden Gardens, Kolkata",32,33,4,2,19.833333333333332,86.0,119.0,138.37209302325581,6,23.611549145408127,21.0,4.495356092947862,0.5812472795930206,0,0.0,0.19767441860465115,0,0.3333333333333333,7.0,1,0,134.0,212.0,5.0,63.20754716981132
SD Lad,1178399,2019-04-10,IPL,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,15,13,2,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
SD Outerbridge,247468,2007-03-19,ODI,Bermuda,India,"Queen's Park Oval, Port of Spain",9,17,1,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
SD Robson,667719,2014-08-15,Test,England,India,Kennington Oval,37,70,6,2,31.833333333333332,462.0,191.0,41.34199134199134,6,25.949037287882035,26.4,-8.916470379278689,0.638026706913489,0,0.16666666666666666,0.05411255411255411,0,0.0,0.0,0,0,49.0,170.0,4.0,28.823529411764703
SE Bond,419113,2010-03-16,IPL,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,1,2,0,9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
SE Marsh,1168245,2019-03-10,ODI,Australia,India,"Punjab Cricket Association IS Bindra Stadium, Mohali",6,10,1,2,40.84615384615385,650.0,531.0,81.6923076923077,13,34.329109676219524,49.4,-17.550731907161882,0.48696892834825056,0,0.38461538461538464,0.06923076923076923,1,0.0,43.0,0,1,69.0,150.0,7.0,46.0
SE Rutherford,1512770,2026-03-01,T20,West Indies,India,"Eden Gardens, Kolkata",14,9,1,5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,21.0,20.0,0.0,105.0
SF Mire,656475,2015-03-14,ODI,Zimbabwe,India,Eden Park,9,23,1,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
SG Borthwick,521221,2011-10-23,ODI,England,India,Wankhede Stadium,3,7,0,9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0
SH Johnson,1473449,2025-03-31,IPL,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",1,3,0,11,1.75,8.0,7.0,87.5,4,1.3482037110146072,1.75,-0.47905398856256687,0.4410998397651797,0,0.0,0.125,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
SH Lewis,1157752,2018-10-04,Test,West Indies,India,Saurashtra Cricket Association Stadium,4,18,1,10,4.0,18.0,4.0,22.22222222222222,1,4.0,4.0,0.0,0.03225806451612903,0,0.0,0.05555555555555555,0,0.0,4.0,0,0,0.0,0.0,0.0,0.0
SHT Kandamby,455237,2010-06-24,ODI,Sri Lanka,India,Rangiri Dambulla International Stadium,31,46,2,6,28.4375,574.0,455.0,79.26829268292683,16,12.78376379553821,9.2,-12.51524738885879,0.5355038198398707,0,0.1875,0.07491289198606271,0,0.0,12.0,0,1,125.0,165.0,4.0,75.75757575757575
SI Mahmood,249745,2006-10-15,ODI,England,India,Sawai Mansingh Stadium,8,13,1,9,8.5,13.0,17.0,130.76923076923077,2,8.588235294117647,8.5,0.14035087719298112,0.03225806451612903,0,0.0,0.07692307692307693,0,1.0,0.0,0,1,0.0,0.0,0.0,0.0
SJ Baard,1273753,2021-11-08,T20,Namibia,India,Dubai International Cricket Stadium,21,22,2,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
SJ Benn,770127,2014-10-17,ODI,West Indies,India,Himachal Pradesh Cricket Association Stadium,1,4,0,11,3.3333333333333335,22.0,10.0,45.45454545454545,3,2.525114155251141,3.3333333333333335,-1.2314180284659995,0.48695795713885354,0,0.0,0.045454545454545456,1,0.6666666666666666,0.0,0,1,0.0,2.0,0.0,0.0
SJ Harmison,361050,2008-12-11,Test,England,India,"MA Chidambaram Stadium, Chepauk",7,31,0,9,18.0,173.0,72.0,41.61849710982659,4,14.15199368337939,18.0,-5.233459338955123,0.557571471437145,0,0.0,0.06358381502890173,0,0.0,7.0,0,0,21.0,32.0,1.0,65.625
SJ Srivastava,501251,2011-05-10,IPL,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",3,2,0,10,0.6666666666666666,3.0,2.0,66.66666666666666,3,0.776255707762557,0.6666666666666666,0.15603584607274645,0.5358983848622454,0,0.0,0.0,1,1.0,0.5,1,0,0.0,0.0,0.0,0.0
SJ Swanepoel,65257,2003-02-23,ODI,Namibia,India,"City Oval, Pietermaritzburg",9,23,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
SK Raina,1254089,2021-10-02,IPL,Chennai Super Kings,Rajasthan Royals,"Zayed Cricket Stadium, Abu Dhabi",3,5,0,3,27.78,4188.0,5556.0,132.66475644699142,200,9.412960012433254,7.2,-9.82214205079449,0.5046090118063568,0,0.2,0.17000955109837632,1,0.25,11.0,1,0,25.0,15.0,0.0,166.66666666666669
SK Rasheed,1473489,2025-05-03,IPL,Chennai Super Kings,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",14,11,2,2,14.25,56.0,57.0,101.78571428571428,4,11.674299249901303,14.25,-3.197208490840362,0.5527766070336515,0,0.0,0.16071428571428573,0,0.25,0.0,1,0,0.0,0.0,0.0,0.0
SK Trivedi,598065,2013-05-17,IPL,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0,1,0,11,3.230769230769231,60.0,42.0,70.0,13,3.61444470039915,4.2,-0.07189744539143827,0.5475909516537937,0,0.0,0.06666666666666667,1,0.9230769230769231,0.0,1,0,0.0,0.0,0.0,0.0
SK Warne,501258,2011-05-15,IPL,Rajasthan Royals,Kochi Tuskers Kerala,Holkar Cricket Stadium,2,9,0,8,7.538461538461538,210.0,196.0,93.33333333333333,26,2.49138069568757,2.4,-3.1566696160727155,0.402797276093185,0,0.0,0.09523809523809523,1,0.7307692307692307,0.0,1,0,0.0,0.0,0.0,0.0
SL Malinga,1202244,2020-01-10,T20,Sri Lanka,India,Maharashtra Cricket Association Stadium,0,1,0,11,0.0,3.0,0.0,0.0,2,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
SM Boland,1426559,2025-01-03,Test,Australia,India,Sydney Cricket Ground,9,9,2,11,7.5,258.0,45.0,17.441860465116278,6,12.393425065535144,8.8,7.174010340450426,0.41749644622932036,0,0.0,0.015503875968992248,1,0.3333333333333333,0.0,0,0,11.0,30.0,1.0,36.666666666666664
SM Curran,1512772,2026-03-05,T20,England,India,"Wankhede Stadium, Mumbai",18,14,2,7,5.166666666666667,25.0,31.0,124.0,6,4.0428536942781275,5.0,-1.7457457628364614,0.5301535637917041,0,0.0,0.12,0,0.8333333333333334,26.75,1,0,156.0,204.0,8.0,76.47058823529412
SM Ervine,65648,2004-01-20,ODI,Zimbabwe,India,Brisbane Cricket Ground,39,27,4,8,48.0,33.0,48.0,145.45454545454547,1,48.0,48.0,0.0,0.03225806451612903,0,0.0,0.12121212121212122,0,0.0,0.0,0,1,15.0,10.0,0.0,150.0
SM Harwood,392217,2009-05-09,IPL,Rajasthan Royals,Chennai Super Kings,De Beers Diamond Oval,6,7,0,9,3.0,7.0,3.0,42.857142857142854,1,3.0,3.0,0.0,0.03225806451612903,0,0.0,0.0,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0
SM Katich,464527,2010-10-09,Test,Australia,India,M Chinnaswamy Stadium,67,140,9,2,76.5,2755.0,1377.0,49.98185117967332,18,67.97662460727472,77.8,-10.135163042908736,0.7234030285584421,1,0.6111111111111112,0.05916515426497278,0,0.0,89.0,0,0,245.0,564.0,8.0,43.43971631205674
SM Pollock,336036,2008-05-26,IPL,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,0,1,0,7,21.0,115.0,147.0,127.82608695652173,7,17.731209986599406,20.4,-4.711081591936372,0.6486991138099004,0,0.0,0.17391304347826086,1,0.14285714285714285,0.0,1,0,0.0,0.0,0.0,0.0
SM Sharif,1273748,2021-11-05,T20,Scotland,India,Dubai International Cricket Stadium,0,1,0,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
SM Warnapura,343736,2008-08-29,ODI,Sri Lanka,India,R Premadasa Stadium,30,45,4,1,0.0,19.0,0.0,0.0,1,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,1,82.0,135.0,1.0,60.74074074074074
SMA Priyanjan,1109610,2017-09-06,T20,Sri Lanka,India,"R.Premadasa Stadium, Khettarama",40,41,3,5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,3.0,13.0,1.0,23.076923076923077
SMSM Senanayake,963701,2016-02-14,T20,Sri Lanka,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,8,17,0,9,0.0,2.0,0.0,0.0,1,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,1.0,0.0,1,0,5.0,16.0,1.0,31.25
SN Khan,1439898,2024-11-01,Test,India,New Zealand,"Wankhede Stadium, Mumbai",1,6,0,6,68.5,924.0,685.0,74.13419913419914,10,42.361768019951604,68.2,-37.369957113457644,0.5192277793962166,0,0.5,0.10281385281385282,1,0.1,4.0,0,0,74.0,85.0,0.0,87.05882352941177
SN Thakur,1448352,2025-07-23,Test,India,England,"Old Trafford, Manchester",41,89,5,7,33.4,1068.0,668.0,62.546816479400746,20,17.095983168166217,22.6,-15.185741684524505,0.5365267326994944,0,0.3,0.09363295880149813,0,0.05,0.0,0,0,83.0,77.0,5.0,107.79220779220779
SNJ O'Keefe,1062576,2017-03-25,Test,Australia,India,Himachal Pradesh Cricket Association Stadium,8,20,2,9,9.5,245.0,57.0,23.26530612244898,6,11.202011444425178,10.2,1.7649422069697884,0.5544064212356782,0,0.0,0.036734693877551024,0,0.0,8.0,0,0,17.0,97.0,4.0,17.525773195876287
SO Dowrich,1157753,2018-10-12,Test,West Indies,India,"Rajiv Gandhi International Stadium, Uppal",30,64,5,8,46.44444444444444,854.0,418.0,48.94613583138173,9,33.18824128378712,25.6,-12.413975883387565,0.6480409927066711,0,0.4444444444444444,0.059718969555035126,0,0.0,30.0,0,0,117.0,282.0,2.0,41.48936170212766
SO Hetmyer,1512770,2026-03-01,T20,West Indies,India,"Eden Gardens, Kolkata",27,12,3,3,21.944444444444443,307.0,395.0,128.6644951140065,18,31.696552782278605,31.6,13.173835170580428,0.5653987469266032,0,0.16666666666666666,0.1758957654723127,0,0.2777777777777778,11.0,1,0,114.0,111.0,8.0,102.7027027027027
SO Tikolo,66198,2004-09-11,ODI,Kenya,India,The Rose Bowl,2,10,0,3,29.5,95.0,59.0,62.10526315789474,2,34.1764705882353,29.5,7.438596491228068,0.03225806451612903,0,0.5,0.07368421052631578,1,0.0,0.0,0,1,3.0,8.0,0.0,37.5
SP Fleming,336037,2008-05-27,IPL,Chennai Super Kings,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",14,10,3,2,20.22222222222222,161.0,182.0,113.04347826086956,9,22.86144896602555,22.2,-0.28598509632151803,0.5388757900913718,0,0.0,0.16770186335403728,0,0.3333333333333333,0.0,1,0,13.0,14.0,0.0,92.85714285714286
SP Goswami,1237180,2020-11-08,IPL,Sunrisers Hyderabad,Delhi Capitals,Sheikh Zayed Stadium,0,2,0,9,14.65,305.0,293.0,96.06557377049181,20,8.657570530927496,11.0,-6.46475911956678,0.49523423257395793,0,0.05,0.11475409836065574,1,0.45,0.0,1,0,0.0,0.0,0.0,0.0
SP Jackson,1304102,2022-05-09,IPL,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",5,7,0,7,8.0,50.0,56.0,112.00000000000001,7,6.679345198261158,5.6,-0.8055289093238258,0.5976766155121134,0,0.0,0.12,1,0.5714285714285714,0.0,1,0,0.0,0.0,0.0,0.0
SP Krishnamurthi,1512721,2026-02-07,T20,United States of America,India,"Wankhede Stadium, Mumbai",37,32,3,5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
SP Narine,1473505,2025-05-25,IPL,Kolkata Knight Riders,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",31,17,6,2,14.948717948717949,1127.0,1749.0,155.1907719609583,117,19.181191839159172,17.0,-0.44307991000727753,0.5461798236498684,0,0.06837606837606838,0.2653061224489796,0,0.5811965811965812,15.5,1,0,44.0,34.0,5.0,129.41176470588235
SP Patil,966761,2016-03-03,T20,United Arab Emirates,India,Shere Bangla National Stadium,1,9,0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
SPD Smith,1466426,2025-03-04,ODI,Australia,India,Dubai International Cricket Stadium,73,96,5,3,52.4,1332.0,1310.0,98.34834834834835,25,30.971844475680506,33.0,-19.138153782972115,0.4932967379749529,1,0.44,0.11261261261261261,0,0.2,15.428571428571429,0,1,1365.0,2000.0,34.0,68.25
SR Clark,345671,2008-10-29,Test,Australia,India,Feroz Shah Kotla,1,2,0,11,14.666666666666666,112.0,88.0,78.57142857142857,6,10.977083949584689,13.4,-6.542754843395744,0.4855569258036992,0,0.0,0.10714285714285714,1,0.5,0.0,0,0,0.0,0.0,0.0,0.0
SR Harmer,1479572,2025-11-22,Test,South Africa,India,"Barsapara Cricket Stadium, Guwahati",5,17,0,10,17.0,228.0,102.0,44.73684210526316,6,15.38165423963933,16.8,-2.5523701390860047,0.8057337795425229,0,0.0,0.03508771929824561,0,0.0,0.0,0,0,6.0,11.0,2.0,54.54545454545454
SR Mukkamalla,1512721,2026-02-07,T20,United States of America,India,"Wankhede Stadium, Mumbai",2,7,0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
SR Patel,565815,2013-01-23,ODI,England,India,"Punjab Cricket Association Stadium, Mohali",1,10,0,5,25.23076923076923,339.0,328.0,96.7551622418879,13,21.992908798332582,21.2,-9.061042387680335,0.5456345216983203,0,0.07692307692307693,0.10324483775811209,1,0.15384615384615385,70.0,0,1,66.0,80.0,3.0,82.5
SR Taylor,1415725,2024-06-12,T20,United States of America,India,"Nassau County International Cricket Stadium, New York",24,31,2,4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
SR Tendulkar,676527,2013-11-14,Test,India,West Indies,Wankhede Stadium,74,118,12,3,81.53623188405797,21017.0,11252.0,53.537612409002236,138,33.11070833618728,38.4,-22.221876546409014,0.5712213780737212,1,0.6811594202898551,0.06880144644811344,0,0.021739130434782608,35.65625,0,0,115.0,178.0,2.0,64.60674157303372
SR Thompson,1140993,2018-06-29,T20,Ireland,India,"The Village, Malahide",13,9,2,7,12.0,8.0,12.0,150.0,1,12.0,12.0,0.0,0.03225806451612903,0,0.0,0.125,0,0.0,12.0,1,0,6.0,5.0,1.0,120.0
SR Watson,1216536,2020-10-29,IPL,Chennai Super Kings,Kolkata Knight Riders,Dubai International Cricket Stadium,14,19,2,2,27.816901408450704,2939.0,3950.0,134.3994555971419,142,27.53773124534044,30.0,-7.073096662027979,0.5270082080511268,0,0.176056338028169,0.1966655324940456,0,0.2605633802816901,26.833333333333332,1,0,75.0,70.0,5.0,107.14285714285714
SR Waugh,64062,2004-01-02,Test,Australia,India,Sydney Cricket Ground,120,234,21,5,77.33333333333333,446.0,232.0,52.01793721973094,3,85.22374429223744,77.33333333333333,12.955192409066953,0.6766782937504167,1,1.0,0.07847533632286996,0,0.0,120.0,0,0,17.0,42.0,0.0,40.476190476190474
SS Cottrell,1216542,2020-10-08,IPL,Kings XI Punjab,Sunrisers Hyderabad,Dubai International Cricket Stadium,0,2,0,10,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
SS Das,63963,2001-12-19,Test,India,England,"M Chinnaswamy Stadium, Bangalore",28,105,4,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
SS Iyer,1490233,2026-01-18,ODI,India,New Zealand,"Holkar Cricket Stadium, Indore",3,10,0,4,43.36764705882353,3073.0,2949.0,95.96485519036771,68,34.98739746776886,35.4,-14.479130593109645,0.6340319049666583,0,0.4117647058823529,0.11226814188089815,1,0.14705882352941177,39.5,0,1,97.0,123.0,2.0,78.86178861788618
SS Kang,1496921,2025-09-10,T20,United Arab Emirates,India,Dubai International Cricket Stadium,1,5,0,8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
SS McKechnie,1327272,2022-08-31,T20,Hong Kong,India,Dubai International Cricket Stadium,16,8,3,7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,0,0.0,7.0,1,0,0.0,0.0,0.0,0.0
SS Pathirana,1122728,2017-12-17,ODI,Sri Lanka,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,7,12,1,8,2.0,9.0,2.0,22.22222222222222,1,2.0,2.0,0.0,0.03225806451612903,0,0.0,0.0,0,1.0,0.0,0,1,1.0,4.0,1.0,25.0
SS Prabhudessai,1426274,2024-04-21,IPL,Royal Challengers Bengaluru,Kolkata Knight Riders,"Eden Gardens, Kolkata",24,19,3,6,11.333333333333334,94.0,102.0,108.51063829787233,9,8.174541684543174,7.4,-2.9287778275952947,0.5219462330557776,0,0.0,0.1276595744680851,0,0.4444444444444444,0.0,1,0,6.0,5.0,0.0,120.0
SS Shaikh,392233,2009-05-20,IPL,Kolkata Knight Riders,Rajasthan Royals,Kingsmead,6,7,1,7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0
SS Tiwary,1254112,2021-10-02,IPL,Mumbai Indians,Delhi Capitals,Sharjah Cricket Stadium,15,19,1,4,20.541666666666668,1272.0,1479.0,116.27358490566037,72,27.581353420260367,21.2,6.295444233946384,0.5786115128156978,0,0.1111111111111111,0.12578616352201258,0,0.3333333333333333,1.0,1,0,18.0,17.0,0.0,105.88235294117648
SSB Magala,1277084,2022-01-23,ODI,South Africa,India,"Newlands, Cape Town",0,2,0,10,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03225806451612903,0,0.0,0.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0
SSJ Brooks,1317907,2022-08-07,T20,West Indies,India,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",13,14,2,3,20.0,15.0,20.0,133.33333333333331,1,20.0,20.0,0.0,0.03225806451612903,0,0.0,0.2,0,0.0,0.0,1,0,13.0,15.0,1.0,86.66666666666667
ST Finn,667727,2014-09-02,ODI,England,India,Edgbaston,2,8,0,9,5.142857142857143,60.0,36.0,60.0,7,3.972841152091706,2.4,-0.412325774268294,0.45654885049704574,0,0.0,0.03333333333333333,1,0.5714285714285714,0.0,0,1,18.0,28.0,2.0,64.28571428571429
ST Gabriel,1381213,2023-07-20,Test,West Indies,India,"Queen's Park Oval, Port of Spain, Trinidad",0,1,0,11,4.466666666666667,189.0,67.0,35.44973544973545,15,1.4450833079078411,1.0,-2.96090291142864,0.47591447241150386,0,0.0,0.047619047619047616,1,0.4,0.0,0,0,0.0,0.0,0.0,0.0
ST Jayasuriya,412699,2010-05-11,T20,Sri Lanka,India,"Beausejour Stadium, Gros Islet",0,5,0,2,30.0,66.0,90.0,136.36363636363635,3,29.849315068493155,30.0,-0.08012651555086947,0.8927096524645777,0,0.0,0.24242424242424243,1,0.0,0.0,1,0,121.0,86.0,1.0,140.69767441860466
